gene_id	logFC	logCPM	LR	PValue	FDR	symbol	description
ENSG00000123739	0.6168902972332686	3.861608951053369	16.923005376191313	3.892694215261964e-5	0.0012389437933854068	PLA2G12A	phospholipase A2 group XIIA
ENSG00000089154	0.28892434239829307	5.227160396649919	16.913070507938677	3.9131206430630824e-5	0.0012448131117202194	GCN1	GCN1 activator of EIF2AK4
ENSG00000166181	0.2350580506887573	6.078310191341352	16.907568815813562	3.924478629275345e-5	0.0012477931544399802	API5	apoptosis inhibitor 5
ENSG00000196372	0.49856707338809053	3.643729193396084	16.90525348329512	3.929268427468855e-5	0.0012486828707668383	ASB13	ankyrin repeat and SOCS box containing 13
ENSG00000274569	-5.845321669100514	-2.3392266121259624	16.903768052457472	3.9323444770877235e-5	0.0012490273491053711	NA	NA
ENSG00000100918	-1.0829116746533185	2.0166857836497067	16.89976302084985	3.9406502165851126e-5	0.001251031739644995	REC8	REC8 meiotic recombination protein
ENSG00000147684	0.36852814441438597	8.123720379699959	16.891746108517125	3.9573289184229774e-5	0.0012556909068072908	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9
ENSG00000110880	0.34034237874244455	5.634614793292617	16.889515593449044	3.961981976039627e-5	0.001256506844294012	CORO1C	coronin 1C
ENSG00000253746	1.2427351593007758	2.5568466326708355	16.888592925040797	3.963908354088606e-5	0.001256506844294012	NA	NA
ENSG00000182795	-0.2431421003554851	6.195624311371984	16.88289255653895	3.975830670173249e-5	0.0012596492320356882	C1orf116	chromosome 1 open reading frame 116
ENSG00000168209	-0.3625994247323756	8.144277474190087	16.87928959764588	3.983384841515311e-5	0.0012614051998131818	DDIT4	DNA damage inducible transcript 4
ENSG00000172590	0.45769577453622756	6.7439887639431255	16.86576580702703	4.011868549507392e-5	0.0012694278388932893	MRPL52	mitochondrial ribosomal protein L52
ENSG00000178597	-1.5141151532888113	0.9795654784872144	16.86533999786391	4.0127687028492816e-5	0.0012694278388932893	PSAPL1	prosaposin like 1
ENSG00000124126	1.6875360383107039	0.9057061121305491	16.859698945063588	4.024712972031489e-5	0.0012725643133957355	PREX1	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1
ENSG00000109606	0.2716695912260801	5.631537195448322	16.839400026034866	4.067990032397532e-5	0.0012849429972403574	DHX15	DEAH-box helicase 15
ENSG00000139645	0.3505926543434009	4.43801506550341	16.839110507050695	4.0686106553764025e-5	0.0012849429972403574	ANKRD52	ankyrin repeat domain 52
ENSG00000188747	-0.5277375579209428	4.228152174324428	16.838457490742723	4.070010833364194e-5	0.0012849429972403574	NOXA1	NADPH oxidase activator 1
ENSG00000188070	-0.5600480039569518	3.219325222641098	16.83350738671692	4.080640463404893e-5	0.0012876505136159378	ZFTA	zinc finger translocation associated
ENSG00000168077	-0.322359783593377	5.141889773910253	16.818941942635636	4.112079793010751e-5	0.0012969185262664694	SCARA3	scavenger receptor class A member 3
ENSG00000173674	0.5060218874478515	5.382858601526568	16.81725255268496	4.1157420443103014e-5	0.001297420946094801	LOC124905557	eukaryotic translation initiation factor 1A, X-chromosomal
ENSG00000173674	0.5060218874478515	5.382858601526568	16.81725255268496	4.1157420443103014e-5	0.001297420946094801	EIF1AX	eukaryotic translation initiation factor 1A X-linked
ENSG00000196542	-0.6112359829216771	2.5473606674553064	16.810965441068706	4.129400045034514e-5	0.0013010722754957993	SPTSSB	serine palmitoyltransferase small subunit B
ENSG00000143384	-0.2929508727631677	6.498845685147359	16.79430587877394	4.165811697713386e-5	0.0013118854517660938	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1
ENSG00000143384	-0.2929508727631677	6.498845685147359	16.79430587877394	4.165811697713386e-5	0.0013118854517660938	MCL1	MCL1 apoptosis regulator, BCL2 family member
ENSG00000156261	0.4032429510335847	6.646999157000329	16.792501990958158	4.1697736469782766e-5	0.0013124739340639455	CCT8	chaperonin containing TCP1 subunit 8
ENSG00000138771	-0.38642963392771684	3.795858628728811	16.78834891853187	4.178909608179563e-5	0.0013141071619422718	SHROOM3	shroom family member 3
ENSG00000113407	0.37654087690022414	6.331805783619355	16.78823785801638	4.179154196033317e-5	0.0013141071619422718	TARS1	threonyl-tRNA synthetase 1
ENSG00000139842	0.31786196868783834	5.875709050926536	16.78322889691765	4.1902003731456665e-5	0.0013169201172743522	CUL4A	cullin 4A
ENSG00000110619	0.38784910290366603	5.518488224999895	16.77598919642344	4.206217853718103e-5	0.00132129188090243	CARS1	cysteinyl-tRNA synthetase 1
ENSG00000133030	0.2923778129339957	8.023078816480268	16.75930204662175	4.243372200181542e-5	0.0013322956281992123	MPRIP	myosin phosphatase Rho interacting protein
ENSG00000156795	0.8291391629045756	3.707434090899728	16.74287597597761	4.2802674832405195e-5	0.0013432070630589618	NTAQ1	N-terminal glutamine amidase 1
ENSG00000175906	0.2991277493588785	4.649188467623669	16.741719306409625	4.282877649148143e-5	0.0013433538199179018	ARL4D	ADP ribosylation factor like GTPase 4D
ENSG00000013306	0.26027472585612893	6.923950683141764	16.731365555849855	4.306313537930136e-5	0.0013500292941410977	SLC25A39	solute carrier family 25 member 39
ENSG00000162129	0.569228302181088	4.1860372755048525	16.711786727360092	4.350983542725638e-5	0.0013633516648120813	CLPB	ClpB family mitochondrial disaggregase
ENSG00000255774	-0.6492866139228421	2.7396035798064338	16.704710963211305	4.367241578132281e-5	0.0013677624722721977	LINC02747	long intergenic non-protein coding RNA 2747
ENSG00000173801	-0.2520505834283858	9.77588988979894	16.69473509921886	4.390267004412058e-5	0.001374287274970724	JUP	junction plakoglobin
ENSG00000258700	-6.2413433590724745	-2.0897973273565555	16.686713259263293	4.408870822869969e-5	0.0013794221586524303	LINC00871	long intergenic non-protein coding RNA 871
ENSG00000289422	6.9287346995182375	-1.1964286013269623	16.680657758183788	4.4229668934233167e-5	0.0013831422654246482	LOC105373854	uncharacterized LOC105373854
ENSG00000229806	6.398469650261876	-1.6057981887220258	16.67368434662347	4.439255830266824e-5	0.0013872978090639185	RPS15P5	ribosomal protein S15 pseudogene 5
ENSG00000113272	-0.41836934983531215	3.8215569234603803	16.67307563911652	4.440680546716562e-5	0.0013872978090639185	THG1L	tRNA-histidine guanylyltransferase 1 like
ENSG00000116299	-0.8948443678672915	2.0527418282780032	16.667589101294634	4.4535428808650636e-5	0.0013906232003497983	ELAPOR1	endosome-lysosome associated apoptosis and autophagy regulator 1
ENSG00000011478	0.4463250920348952	3.364898380290305	16.66302738020142	4.464265639282553e-5	0.0013932775290344255	QPCTL	glutaminyl-peptide cyclotransferase like
ENSG00000131828	0.28331452560439724	7.202888348029793	16.660321402706792	4.470638557397327e-5	0.0013945723261134947	PDHA1	pyruvate dehydrogenase E1 subunit alpha 1
ENSG00000169139	0.3669889409203331	5.390377333032625	16.651156879199277	4.4922901890165125e-05	0.0014006295119410011	UBE2V2	ubiquitin conjugating enzyme E2 V2
ENSG00000247828	0.4877905364696402	3.5156810638965745	16.648745736953256	4.4980041261208e-5	0.0014017140094819789	TMEM161B-DT	TMEM161B divergent transcript
ENSG00000267436	-2.105851932676748	1.418526073087251	16.64738840216618	4.5012239588843206e-5	0.0014020205773574114	NA	NA
ENSG00000105176	0.36916519241446827	5.425746680273446	16.637696844540606	4.524281451422703e-5	0.0014085027160089547	URI1	URI1 prefoldin like chaperone
ENSG00000152492	0.30028280383018635	5.922312043582273	16.62787389797883	4.547772716015703e-5	0.001415113396000916	CCDC50	coiled-coil domain containing 50
ENSG00000140332	-0.33665112078075443	4.559082685643334	16.62517455811285	4.554249554609688e-5	0.0014164258287402154	TLE3	TLE family member 3, transcriptional corepressor
ENSG00000272141	-0.597412287090396	3.693341631639328	16.6164707174406	4.575196917201453e-5	0.0014222352340532032	NA	NA
ENSG00000259630	-5.788168252932474	-2.373191393244491	16.61487827462284	4.5790398878193605e-5	0.0014227244844711292	FABP5P9	fatty acid binding protein 5 pseudogene 9
ENSG00000069812	-0.5300474068244435	5.860475805492475	16.61336417487703	4.5826968064060166e-5	0.0014231554718259398	HES2	hes family bHLH transcription factor 2
ENSG00000116580	-0.5326354521997043	3.8132228240077217	16.598621436321764	4.618457949991262e-5	0.0014335510567547135	GON4L	gon-4 like
ENSG00000087088	0.5148668722671274	6.27564895013344	16.59158681163359	4.635620435609598e-5	0.001438166260824947	BAX	BCL2 associated X, apoptosis regulator
ENSG00000033050	0.5473151716338478	4.099380151227856	16.589036906734314	4.641857300856372e-5	0.0014393889849836526	ABCF2	ATP binding cassette subfamily F member 2
ENSG00000169016	0.5676331346372342	2.8706175224805373	16.583263334864505	4.656010195707531e-5	0.001443063960805053	E2F6	E2F transcription factor 6
ENSG00000170571	-0.31991579494486044	4.689452410629365	16.563148348946577	4.705658301711205e-5	0.0014577311043344494	EMB	embigin
ENSG00000127329	-0.6537291895461228	2.368823359626076	16.55407885360302	4.728217536573147e-5	0.0014639962446574633	PTPRB	protein tyrosine phosphatase receptor type B
ENSG00000197763	0.9787658639057707	2.007493658151232	16.548975661597506	4.740958861573174e-5	0.0014672167848994964	TXNRD3	thioredoxin reductase 3
ENSG00000080986	-0.31343639475849067	4.269893511714844	16.545785095730334	4.748942396201978e-5	0.0014689624481591713	NDC80	NDC80 kinetochore complex component
ENSG00000290385	-0.3261317717993627	5.001331509490646	16.53351468646503	4.779771960628653e-5	0.001477769733389628	NA	NA
ENSG00000170145	-0.40370772215011974	3.534560074091948	16.528675629765154	4.7919854112288064e-5	0.001480815600217083	SIK2	salt inducible kinase 2
ENSG00000173171	0.25431253410253096	5.788884700909099	16.520728512527374	4.8121115159330425e-5	0.0014863024238867082	MTX1	metaxin 1
ENSG00000111859	-0.6422464316786904	3.2698289344391025	16.512893227957274	4.832037608650415e-5	0.001491722097796066	NEDD9	neural precursor cell expressed, developmentally down-regulated 9
ENSG00000172197	-0.3092095716515835	4.571190842961413	16.497371611660675	4.871756285282251e-5	0.0015032436962952615	MBOAT1	membrane bound O-acyltransferase domain containing 1
ENSG00000270829	-5.764400321066644	-2.3871591393167493	16.495645150553546	4.8761944108342716e-5	0.0015038730425937473	NA	NA
ENSG00000125977	0.4450086211426561	6.564304437129277	16.493564093103288	4.881549482884658e-5	0.001504784427614887	EIF2S2	eukaryotic translation initiation factor 2 subunit beta
ENSG00000152240	0.3187981679470465	5.356562593005135	16.4923672695112	4.884631881807459e-5	0.001504994687908244	HAUS1	HAUS augmin like complex subunit 1
ENSG00000166337	0.27862155326345694	7.420497767308241	16.48650635357545	4.899754852627124e-5	0.0015089127173856613	TAF10	TATA-box binding protein associated factor 10
ENSG00000163528	0.5790185841002541	3.0113400539640516	16.480049240568007	4.916470707121746e-5	0.0015133171985102281	CHCHD4	coiled-coil-helix-coiled-coil-helix domain containing 4
ENSG00000131650	0.591812607277977	2.911806643746074	16.470552186325538	4.9411604562715406e-5	0.0015201705623563572	KREMEN2	kringle containing transmembrane protein 2
ENSG00000116898	0.2793538710545972	6.7527237115316865	16.45443798186639	4.983338559961528e-5	0.0015323949372711518	MRPS15	mitochondrial ribosomal protein S15
ENSG00000163913	-0.4625414686066257	3.526720280371229	16.451592270725644	4.990824585992163e-5	0.0015339446154005324	IFT122	intraflagellar transport 122
ENSG00000108821	-0.8766109550673259	3.716767386244623	16.422546026198397	5.0678844028470045e-5	0.001556104333301041	COL1A1	collagen type I alpha 1 chain
ENSG00000242364	-6.342211160750496	-2.021975637913827	16.42254511464756	5.067886839873566e-5	0.001556104333301041	PRDX5P1	PRDX5 pseudogene 1
ENSG00000290090	-6.323060969388788	-2.035341714425106	16.407948627610047	5.107061950081132e-5	0.0015673655617723299	NA	NA
ENSG00000143256	0.5520769932982507	6.793997728957308	16.40499053675869	5.115038120905002e-5	0.0015688357386720807	PFDN2	prefoldin subunit 2
ENSG00000166548	-0.8441790905719548	2.7531281021813805	16.404316775459556	5.116856595828397e-5	0.0015688357386720807	TK2	thymidine kinase 2
ENSG00000152931	3.8065567835192855	-0.34524090275966546	16.39826231894297	5.133226707689815e-5	0.0015730856039694594	PART1	prostate androgen-regulated transcript 1
ENSG00000267082	-6.61117973144173	-1.8349334393261656	16.39242414459413	5.149061905661207e-5	0.0015771674718366275	DOCK6-AS1	DOCK6 antisense RNA 1
ENSG00000067167	-0.3502257173707451	6.038729351386319	16.359634196914644	5.238916946966386e-5	0.0016039067020253534	TRAM1	translocation associated membrane protein 1
ENSG00000171425	-0.3304704455319857	4.818453029760346	16.353748041049613	5.255213056220672e-5	0.0016081105838215526	ZNF581	zinc finger protein 581
ENSG00000003756	-0.28176006139037846	5.01810590741271	16.35180330456849	5.260608348634824e-5	0.0016089763095580656	RBM5	RNA binding motif protein 5
ENSG00000091129	6.294225128427248	-1.6913047555041523	16.34752084654751	5.2725088394562246e-5	0.0016118298597460033	NRCAM	neuronal cell adhesion molecule
ENSG00000162144	-0.3015803571765791	5.518587722688693	16.342132627739687	5.287520586848483e-5	0.0016156312904259255	CYB561A3	cytochrome b561 family member A3
ENSG00000164062	0.28354977376069795	6.337978408205969	16.340851981917165	5.2910948233647553e-5	0.0016159359251094504	APEH	acylaminoacyl-peptide hydrolase
ENSG00000130396	0.4105763873750617	3.9150788005518673	16.330365027810057	5.320455091863246e-5	0.001624111656571692	AFDN	afadin, adherens junction formation factor
ENSG00000110042	-0.46235748434625923	4.836859962220386	16.32102185233145	5.3467511053283935e-5	0.0016313444978301231	DTX4	deltex E3 ubiquitin ligase 4
ENSG00000172336	0.39534508555050096	5.832249792588739	16.315832299938087	5.3614133188967144e-5	0.0016350224469592607	POP7	POP7 homolog, ribonuclease P/MRP subunit
ENSG00000170296	-0.25756381174633375	8.183803631805194	16.31379451434728	5.3671817910515895e-5	0.001635985893529094	GABARAP	GABA type A receptor-associated protein
ENSG00000221988	-0.30613901258885895	4.5326491499104105	16.28659192148347	5.44478609412028e-5	0.0016588342473340212	PPT2	palmitoyl-protein thioesterase 2
ENSG00000008130	0.395368649886728	5.101547836864866	16.256850288262875	5.530925788944566e-5	0.0016842595773036634	NADK	NAD kinase
ENSG00000063978	0.3265865298688519	4.633147937871518	16.25442771461654	5.538002279026583e-5	0.0016855958392959552	RNF4	ring finger protein 4
ENSG00000182446	0.3389741663444632	5.992181674926476	16.24750315255727	5.55827960737846e-5	0.0016909467801195024	NPLOC4	NPL4 homolog, ubiquitin recognition factor
ENSG00000132530	-1.4725304958444485	1.3641649244085845	16.24190840086114	5.5747173463138445e-5	0.0016951250126764211	XAF1	XIAP associated factor 1
ENSG00000119986	0.27918381983757296	5.740634013259528	16.23325439168523	5.6002397239936336e-5	0.0017020602554260824	AVPI1	arginine vasopressin induced 1
ENSG00000114480	0.8016862000619543	2.4100757131680894	16.23171704298512	5.6047859441265734e-5	0.0017026166603524037	GBE1	1,4-alpha-glucan branching enzyme 1
ENSG00000111875	1.038671095787643	4.235643853371777	16.222856807384744	5.631059702249853e-5	0.0017097697013610934	ASF1A	anti-silencing function 1A histone chaperone
ENSG00000196510	0.41534241584789744	4.752598847867113	16.22144423874627	5.635259904412149e-5	0.0017102168248143356	ANAPC7	anaphase promoting complex subunit 7
ENSG00000125652	-0.3831925525595777	5.3400266739743305	16.215807249152455	5.652052607279016e-5	0.0017144833017725897	ALKBH7	alkB homolog 7
ENSG00000180354	0.8680708610389833	2.2471563946345543	16.213173352029095	5.659916279933249e-5	0.0017160384465755064	MTURN	maturin, neural progenitor differentiation regulator homolog
ENSG00000143416	-1.3174628357958609	1.2362102968528152	16.21181360787884	5.663980190472852e-5	0.0017164405893796415	SELENBP1	selenium binding protein 1
ENSG00000196262	0.29626001559957915	11.526223825887971	16.19173888188675	5.7243207642887734e-5	0.00173388846338602	PPIA	peptidylprolyl isomerase A
ENSG00000289495	-5.701971132380174	-2.423405603009964	16.18622848225908	5.7409967066282494e-5	0.0017380999203553415	NA	NA
ENSG00000099812	-0.2862945033025371	5.893499995971051	16.184099411391262	5.7474529212602376e-5	0.0017382056902238415	MISP	mitotic spindle positioning
ENSG00000159128	0.3126748707583049	4.854755326797407	16.183979252080057	5.747817511086005e-5	0.0017382056902238415	IFNGR2	interferon gamma receptor 2
ENSG00000277161	0.6541833673268125	2.7456580453817794	16.1833711968386	5.749662841346487e-5	0.0017382056902238415	PIGW	phosphatidylinositol glycan anchor biosynthesis class W
ENSG00000100764	0.3259198276793329	7.594435504270461	16.180947988999918	5.7570227294732e-5	0.0017395919283757573	PSMC1	proteasome 26S subunit, ATPase 1
ENSG00000185361	-0.41271160174215876	3.410046743923765	16.173036430572594	5.781118139085444e-5	0.001746031345475228	TNFAIP8L1	TNF alpha induced protein 8 like 1
ENSG00000151491	0.3177807551765502	4.948483840559529	16.167012601140826	5.799532276058522e-5	0.0017507495123200258	EPS8	EGFR pathway substrate 8, signaling adaptor
ENSG00000070614	-0.27316433321573735	5.31395613225777	16.161474007378985	5.81651515096099e-5	0.0017550312799097887	NDST1	N-deacetylase and N-sulfotransferase 1
ENSG00000250303	1.8698355816333811	0.9569654852783545	16.156456108458393	5.8319446083710317e-05	0.0017588404374452317	LINC02762	long intergenic non-protein coding RNA 2762
ENSG00000143624	-0.4080268337080417	5.052226715361651	16.153494021835883	5.8410719951955296e-5	0.0017607462216286524	INTS3	integrator complex subunit 3
